Clave,Fecha,Almacenamiento
LCDSO,1993-02-18,928.58
PECSO,1993-02-18,2961.9
AOBSO,1993-02-18,2826
AGZCH,1993-02-18,61.36
ARCSO,1993-02-18,658.44
PMOSO,1993-02-18,151.9
ARLSO,1993-02-18,224.46
CHTSO,1993-02-18,62.56
IRASO,1993-02-18,22.81
CHTSO,1993-02-19,62.56
ARLSO,1993-02-19,223.69
PMOSO,1993-02-19,151.6
ARCSO,1993-02-19,658.44
AGZCH,1993-02-19,61.36
AOBSO,1993-02-19,2841
PECSO,1993-02-19,2958.83
LCDSO,1993-02-19,926.94
IRASO,1993-02-19,22.59
LCDSO,1993-02-20,923.25
PECSO,1993-02-20,2955.75
AOBSO,1993-02-20,2865
AGZCH,1993-02-20,61.31
ARCSO,1993-02-20,657.41
PMOSO,1993-02-20,150.97
ARLSO,1993-02-20,222.92
CHTSO,1993-02-20,62.56
IRASO,1993-02-20,22.38
CHTSO,1993-02-21,62.56
ARLSO,1993-02-21,222.15
PMOSO,1993-02-21,149.65
ARCSO,1993-02-21,656.39
AGZCH,1993-02-21,61.31
AOBSO,1993-02-21,2886
PECSO,1993-02-21,2961.9
LCDSO,1993-02-21,919.15
IRASO,1993-02-21,22.35
LCDSO,1993-02-22,933.09
PECSO,1993-02-22,2983.43
AOBSO,1993-02-22,2892
AGZCH,1993-02-22,61.25
ARCSO,1993-02-22,671.74
PMOSO,1993-02-22,147.6
ARLSO,1993-02-22,221.43
CHTSO,1993-02-22,62.56
IRASO,1993-02-22,22.31
CHTSO,1993-02-23,62.56
ARLSO,1993-02-23,220.71
PMOSO,1993-02-23,145.7
ARCSO,1993-02-23,675.83
AGZCH,1993-02-23,61.25
AOBSO,1993-02-23,2895
PECSO,1993-02-23,3013.15
LCDSO,1993-02-23,939.65
IRASO,1993-02-23,22.13
LCDSO,1993-02-24,935.55
PECSO,1993-02-24,3018.28
AOBSO,1993-02-24,2910
AGZCH,1993-02-24,61.25
ARCSO,1993-02-24,679.41
PMOSO,1993-02-24,146.1
ARLSO,1993-02-24,220.35
CHTSO,1993-02-24,62.56
IRASO,1993-02-24,21.96
CHTSO,1993-02-25,62.56
ARLSO,1993-02-25,219.63
PMOSO,1993-02-25,146.79
ARCSO,1993-02-25,679.93
AGZCH,1993-02-25,61.2
AOBSO,1993-02-25,2927.42
PECSO,1993-02-25,3019.3
LCDSO,1993-02-25,934.73
IRASO,1993-02-25,21.82
LCDSO,1993-02-26,950.31
PECSO,1993-02-26,3032.63
AOBSO,1993-02-26,2948
AGZCH,1993-02-26,61.2
ARCSO,1993-02-26,695.27
PMOSO,1993-02-26,147.46
ARLSO,1993-02-26,218.91
CHTSO,1993-02-26,62.56
IRASO,1993-02-26,21.67
CHTSO,1993-02-27,62.56
ARLSO,1993-02-27,218.55
PMOSO,1993-02-27,148.2
ARCSO,1993-02-27,704.99
AGZCH,1993-02-27,61.2
AOBSO,1993-02-27,2971.75
PECSO,1993-02-27,3040.83
LCDSO,1993-02-27,958.92
IRASO,1993-02-27,21.53
LCDSO,1993-02-28,960.15
PECSO,1993-02-28,3043.9
AOBSO,1993-02-28,2998.67
AGZCH,1993-02-28,61.14
ARCSO,1993-02-28,709.6
PMOSO,1993-02-28,148.63
ARLSO,1993-02-28,217.83
CHTSO,1993-02-28,62.56
IRASO,1993-02-28,21.39
CHTSO,1993-03-01,62.56
ARLSO,1993-03-01,233.34
PMOSO,1993-03-01,149.31
ARCSO,1993-03-01,679.41
AGZCH,1993-03-01,61.14
AOBSO,1993-03-01,3027.17
PECSO,1993-03-01,3039.8
LCDSO,1993-03-01,957.69
IRASO,1993-03-01,21.25
LCDSO,1993-03-02,958.51
PECSO,1993-03-02,3036.73
AOBSO,1993-03-02,3050.92
AGZCH,1993-03-02,61.14
ARCSO,1993-03-02,733.4
PMOSO,1993-03-02,149.8
ARLSO,1993-03-02,231.8
CHTSO,1993-03-02,62.56
IRASO,1993-03-02,21.11
CHTSO,1993-03-03,62.56
ARLSO,1993-03-03,231.41
PMOSO,1993-03-03,150.31
ARCSO,1993-03-03,743.31
AGZCH,1993-03-03,61.14
AOBSO,1993-03-03,3077.83
PECSO,1993-03-03,3037.75
LCDSO,1993-03-03,960.15
IRASO,1993-03-03,20.96
LCDSO,1993-03-04,958.1
PECSO,1993-03-04,3042.88
AOBSO,1993-03-04,3095.25
AGZCH,1993-03-04,61.08
ARCSO,1993-03-04,747.39
PMOSO,1993-03-04,150.64
ARLSO,1993-03-04,231.03
CHTSO,1993-03-04,62.49
IRASO,1993-03-04,20.82
CHTSO,1993-03-05,62.49
ARLSO,1993-03-05,230.64
PMOSO,1993-03-05,151.46
ARCSO,1993-03-05,748.56
AGZCH,1993-03-05,61.08
AOBSO,1993-03-05,3112.67
PECSO,1993-03-05,3042.88
LCDSO,1993-03-05,954
IRASO,1993-03-05,20.65
LCDSO,1993-03-06,949.9
PECSO,1993-03-06,3035.7
AOBSO,1993-03-06,3131.67
AGZCH,1993-03-06,61.08
ARCSO,1993-03-06,748.56
PMOSO,1993-03-06,151.82
ARLSO,1993-03-06,230.25
CHTSO,1993-03-06,62.42
IRASO,1993-03-06,20.4
CHTSO,1993-03-07,62.42
ARLSO,1993-03-07,229.87
PMOSO,1993-03-07,151.99
ARCSO,1993-03-07,747.98
AGZCH,1993-03-07,61.08
AOBSO,1993-03-07,3145.92
PECSO,1993-03-07,3028.53
LCDSO,1993-03-07,944.98
IRASO,1993-03-07,20.17
LCDSO,1993-03-08,940.88
PECSO,1993-03-08,3024.43
AOBSO,1993-03-08,3163.33
AGZCH,1993-03-08,61.03
ARCSO,1993-03-08,745.06
PMOSO,1993-03-08,152.15
ARLSO,1993-03-08,229.1
CHTSO,1993-03-08,62.35
IRASO,1993-03-08,20.01
CHTSO,1993-03-09,62.35
ARLSO,1993-03-09,228.71
PMOSO,1993-03-09,152.3
ARCSO,1993-03-09,742.15
AGZCH,1993-03-09,61.03
AOBSO,1993-03-09,3152.25
PECSO,1993-03-09,3022.38
LCDSO,1993-03-09,936.78
IRASO,1993-03-09,19.82
LCDSO,1993-03-10,933.09
PECSO,1993-03-10,3020.33
AOBSO,1993-03-10,3172.83
AGZCH,1993-03-10,60.97
ARCSO,1993-03-10,739.23
PMOSO,1993-03-10,152.49
ARLSO,1993-03-10,228.71
CHTSO,1993-03-10,62.35
IRASO,1993-03-10,19.57
CHTSO,1993-03-11,62.28
ARLSO,1993-03-11,228.32
PMOSO,1993-03-11,152.65
ARCSO,1993-03-11,735.15
AGZCH,1993-03-11,60.97
AOBSO,1993-03-11,3174.42
PECSO,1993-03-11,3016.23
LCDSO,1993-03-11,929.4
IRASO,1993-03-11,19.31
LCDSO,1993-03-12,926.53
PECSO,1993-03-12,3015.2
AOBSO,1993-03-12,3174.42
AGZCH,1993-03-12,60.92
ARCSO,1993-03-12,731.06
PMOSO,1993-03-12,152.83
ARLSO,1993-03-12,227.55
CHTSO,1993-03-12,62.21
IRASO,1993-03-12,19.09
CHTSO,1993-03-13,62.21
ARLSO,1993-03-13,227.17
PMOSO,1993-03-13,152.99
ARCSO,1993-03-13,726.4
AGZCH,1993-03-13,60.92
AOBSO,1993-03-13,3172.83
PECSO,1993-03-13,3012.13
LCDSO,1993-03-13,922.43
IRASO,1993-03-13,18.93
LCDSO,1993-03-14,917.51
PECSO,1993-03-14,3010.08
AOBSO,1993-03-14,3168.08
AGZCH,1993-03-14,60.92
ARCSO,1993-03-14,722.39
PMOSO,1993-03-14,153.16
ARLSO,1993-03-14,226.78
CHTSO,1993-03-14,62.14
IRASO,1993-03-14,18.86
CHTSO,1993-03-15,62.14
ARLSO,1993-03-15,226.39
PMOSO,1993-03-15,153.33
ARCSO,1993-03-15,718.81
AGZCH,1993-03-15,60.92
AOBSO,1993-03-15,3163.33
PECSO,1993-03-15,3005.98
LCDSO,1993-03-15,913.82
IRASO,1993-03-15,18.7
LCDSO,1993-03-16,909.25
PECSO,1993-03-16,3003.93
AOBSO,1993-03-16,3161.75
AGZCH,1993-03-16,60.86
ARCSO,1993-03-16,715.23
PMOSO,1993-03-16,153.33
ARLSO,1993-03-16,226.01
CHTSO,1993-03-16,62.21
IRASO,1993-03-16,18.54
CHTSO,1993-03-17,62.35
ARLSO,1993-03-17,225.62
PMOSO,1993-03-17,153.33
ARCSO,1993-03-17,711.64
AGZCH,1993-03-17,60.86
AOBSO,1993-03-17,3157
PECSO,1993-03-17,3000.85
LCDSO,1993-03-17,906.25
IRASO,1993-03-17,18.38
LCDSO,1993-03-18,899.87
PECSO,1993-03-18,2995.73
AOBSO,1993-03-18,3155.42
AGZCH,1993-03-18,60.86
ARCSO,1993-03-18,707.04
PMOSO,1993-03-18,153.33
ARLSO,1993-03-18,224.46
CHTSO,1993-03-18,62.35
IRASO,1993-03-18,18.22
CHTSO,1993-03-19,62.28
ARLSO,1993-03-19,223.69
PMOSO,1993-03-19,153.33
ARCSO,1993-03-19,702.95
AGZCH,1993-03-19,60.86
AOBSO,1993-03-19,3152.25
PECSO,1993-03-19,2993.68
LCDSO,1993-03-19,893.5
IRASO,1993-03-19,18
LCDSO,1993-03-20,887.12
PECSO,1993-03-20,2991.63
AOBSO,1993-03-20,3147.5
AGZCH,1993-03-20,60.81
ARCSO,1993-03-20,699.37
PMOSO,1993-03-20,153.33
ARLSO,1993-03-20,222.92
CHTSO,1993-03-20,62.14
IRASO,1993-03-20,17.75
CHTSO,1993-03-21,62.07
ARLSO,1993-03-21,222.15
PMOSO,1993-03-21,153.33
ARCSO,1993-03-21,694.76
AGZCH,1993-03-21,60.81
AOBSO,1993-03-21,3145.92
PECSO,1993-03-21,2987.53
LCDSO,1993-03-21,881.87
IRASO,1993-03-21,17.52
LCDSO,1993-03-22,877
PECSO,1993-03-22,2984.45
AOBSO,1993-03-22,3144.33
AGZCH,1993-03-22,60.81
ARCSO,1993-03-22,689.13
PMOSO,1993-03-22,153.16
ARLSO,1993-03-22,221.43
CHTSO,1993-03-22,62
IRASO,1993-03-22,17.23
CHTSO,1993-03-23,61.92
ARLSO,1993-03-23,220.71
PMOSO,1993-03-23,153.16
ARCSO,1993-03-23,684.53
AGZCH,1993-03-23,60.81
AOBSO,1993-03-23,3142.75
PECSO,1993-03-23,2980.35
LCDSO,1993-03-23,871.75
IRASO,1993-03-23,16.96
LCDSO,1993-03-24,866.12
PECSO,1993-03-24,2975.23
AOBSO,1993-03-24,3141.17
AGZCH,1993-03-24,60.81
ARCSO,1993-03-24,680.44
PMOSO,1993-03-24,152.99
ARLSO,1993-03-24,220.35
CHTSO,1993-03-24,61.69
IRASO,1993-03-24,16.66
CHTSO,1993-03-25,61.38
ARLSO,1993-03-25,219.63
PMOSO,1993-03-25,152.99
ARCSO,1993-03-25,675.32
AGZCH,1993-03-25,60.75
AOBSO,1993-03-25,3139.58
PECSO,1993-03-25,2971.13
LCDSO,1993-03-25,860.87
IRASO,1993-03-25,16.35
LCDSO,1993-03-26,856
PECSO,1993-03-26,2966
AOBSO,1993-03-26,3139.58
AGZCH,1993-03-26,60.75
ARCSO,1993-03-26,670.2
PMOSO,1993-03-26,152.83
ARLSO,1993-03-26,218.91
CHTSO,1993-03-26,61.15
IRASO,1993-03-26,16.05
CHTSO,1993-03-27,61
ARLSO,1993-03-27,218.55
PMOSO,1993-03-27,152.83
ARCSO,1993-03-27,665.6
AGZCH,1993-03-27,60.75
AOBSO,1993-03-27,3138
PECSO,1993-03-27,2960.88
LCDSO,1993-03-27,856.75
IRASO,1993-03-27,15.64
LCDSO,1993-03-28,857.12
PECSO,1993-03-28,2953.7
AOBSO,1993-03-28,3136.42
AGZCH,1993-03-28,60.75
ARCSO,1993-03-28,657.93
PMOSO,1993-03-28,152.83
ARLSO,1993-03-28,217.83
CHTSO,1993-03-28,60.84
IRASO,1993-03-28,15.23
CHTSO,1993-03-29,60.92
ARLSO,1993-03-29,217.11
PMOSO,1993-03-29,152.83
ARCSO,1993-03-29,654.86
AGZCH,1993-03-29,60.7
AOBSO,1993-03-29,3136.42
PECSO,1993-03-29,2943.45
LCDSO,1993-03-29,857.5
IRASO,1993-03-29,14.82
LCDSO,1993-03-30,858.62
PECSO,1993-03-30,2934.23
AOBSO,1993-03-30,3138
AGZCH,1993-03-30,60.7
ARCSO,1993-03-30,651.79
PMOSO,1993-03-30,152.66
ARLSO,1993-03-30,216.39
CHTSO,1993-03-30,60.84
IRASO,1993-03-30,14.47
CHTSO,1993-03-31,60.77
ARLSO,1993-03-31,215.67
PMOSO,1993-03-31,152.49
ARCSO,1993-03-31,648.21
AGZCH,1993-03-31,60.7
AOBSO,1993-03-31,3138
PECSO,1993-03-31,2925
LCDSO,1993-03-31,860.12
IRASO,1993-03-31,14.15
LCDSO,1993-04-01,860.12
PECSO,1993-04-01,2914.83
AOBSO,1993-04-01,3139.58
AGZCH,1993-04-01,60.59
ARCSO,1993-04-01,648.21
PMOSO,1993-04-01,152.32
ARLSO,1993-04-01,214.95
CHTSO,1993-04-01,60.77
IRASO,1993-04-01,13.84
CHTSO,1993-04-02,60.54
ARLSO,1993-04-02,214.59
PMOSO,1993-04-02,152.15
ARCSO,1993-04-02,648.21
AGZCH,1993-04-02,60.53
AOBSO,1993-04-02,3141.17
PECSO,1993-04-02,2904.65
LCDSO,1993-04-02,859.37
IRASO,1993-04-02,13.52
LCDSO,1993-04-03,859
PECSO,1993-04-03,2895.4
AOBSO,1993-04-03,3141.17
AGZCH,1993-04-03,60.42
ARCSO,1993-04-03,648.21
PMOSO,1993-04-03,151.99
ARLSO,1993-04-03,213.87
CHTSO,1993-04-03,60.46
IRASO,1993-04-03,13.26
CHTSO,1993-04-04,60.38
ARLSO,1993-04-04,213.15
PMOSO,1993-04-04,151.99
ARCSO,1993-04-04,648.21
AGZCH,1993-04-04,60.42
AOBSO,1993-04-04,3142.75
PECSO,1993-04-04,2885.23
LCDSO,1993-04-04,859.75
IRASO,1993-04-04,12.99
LCDSO,1993-04-05,859.75
PECSO,1993-04-05,2875.05
AOBSO,1993-04-05,3145.92
AGZCH,1993-04-05,60.2
ARCSO,1993-04-05,648.21
PMOSO,1993-04-05,151.82
ARLSO,1993-04-05,212.43
CHTSO,1993-04-05,60.23
IRASO,1993-04-05,12.75
CHTSO,1993-04-06,60.07
ARLSO,1993-04-06,211.71
PMOSO,1993-04-06,151.65
ARCSO,1993-04-06,648.21
AGZCH,1993-04-06,60.09
AOBSO,1993-04-06,3147.5
PECSO,1993-04-06,2864.88
LCDSO,1993-04-06,859
IRASO,1993-04-06,12.51
LCDSO,1993-04-07,859
PECSO,1993-04-07,2858.4
AOBSO,1993-04-07,3150.67
AGZCH,1993-04-07,59.97
ARCSO,1993-04-07,648.21
PMOSO,1993-04-07,151.65
ARLSO,1993-04-07,211.35
CHTSO,1993-04-07,59.92
IRASO,1993-04-07,12.29
CHTSO,1993-04-08,59.77
ARLSO,1993-04-08,210.99
PMOSO,1993-04-08,151.65
ARCSO,1993-04-08,648.21
AGZCH,1993-04-08,59.81
AOBSO,1993-04-08,3153.83
PECSO,1993-04-08,2851
LCDSO,1993-04-08,859
IRASO,1993-04-08,12.09
LCDSO,1993-04-09,858.62
PECSO,1993-04-09,2845.45
AOBSO,1993-04-09,3157
AGZCH,1993-04-09,59.64
ARCSO,1993-04-09,648.21
PMOSO,1993-04-09,151.65
ARLSO,1993-04-09,210.63
CHTSO,1993-04-09,59.61
IRASO,1993-04-09,12.07
CHTSO,1993-04-10,59.46
ARLSO,1993-04-10,209.91
PMOSO,1993-04-10,151.65
ARCSO,1993-04-10,648.21
AGZCH,1993-04-10,59.47
AOBSO,1993-04-10,3161.75
PECSO,1993-04-10,2838.98
LCDSO,1993-04-10,858.62
IRASO,1993-04-10,12.05
LCDSO,1993-04-11,858.25
PECSO,1993-04-11,2832.5
AOBSO,1993-04-11,3168.08
AGZCH,1993-04-11,59.25
ARCSO,1993-04-11,648.21
PMOSO,1993-04-11,151.2
ARLSO,1993-04-11,209.19
CHTSO,1993-04-11,59.3
IRASO,1993-04-11,12.03
CHTSO,1993-04-12,59.23
ARLSO,1993-04-12,208.83
PMOSO,1993-04-12,151
ARCSO,1993-04-12,648.21
AGZCH,1993-04-12,58.98
AOBSO,1993-04-12,3168.08
PECSO,1993-04-12,2826.03
LCDSO,1993-04-12,858.25
IRASO,1993-04-12,11.92
LCDSO,1993-04-13,858.25
PECSO,1993-04-13,2819.55
AOBSO,1993-04-13,3168.08
AGZCH,1993-04-13,58.64
ARCSO,1993-04-13,648.21
PMOSO,1993-04-13,151
ARLSO,1993-04-13,208.47
CHTSO,1993-04-13,59.23
IRASO,1993-04-13,11.83
CHTSO,1993-04-14,59.07
ARLSO,1993-04-14,208.47
PMOSO,1993-04-14,151.3
ARCSO,1993-04-14,648.21
AGZCH,1993-04-14,58.25
AOBSO,1993-04-14,3171.25
PECSO,1993-04-14,2814
LCDSO,1993-04-14,858.62
IRASO,1993-04-14,11.83
LCDSO,1993-04-15,858.62
PECSO,1993-04-15,2808.45
AOBSO,1993-04-15,3172.83
AGZCH,1993-04-15,57.87
ARCSO,1993-04-15,648.21
PMOSO,1993-04-15,151.3
ARLSO,1993-04-15,209.91
CHTSO,1993-04-15,58.92
IRASO,1993-04-15,11.71
CHTSO,1993-04-16,58.77
ARLSO,1993-04-16,209.91
PMOSO,1993-04-16,151.6
ARCSO,1993-04-16,648.21
AGZCH,1993-04-16,57.48
AOBSO,1993-04-16,3174.42
PECSO,1993-04-16,2803.83
LCDSO,1993-04-16,858.62
IRASO,1993-04-16,11.58
LCDSO,1993-04-17,859.37
PECSO,1993-04-17,2797.35
AOBSO,1993-04-17,3176
AGZCH,1993-04-17,57.04
ARCSO,1993-04-17,648.21
PMOSO,1993-04-17,151.4
ARLSO,1993-04-17,209.19
CHTSO,1993-04-17,58.61
IRASO,1993-04-17,11.41
CHTSO,1993-04-18,58.46
ARLSO,1993-04-18,208.47
PMOSO,1993-04-18,151.4
ARCSO,1993-04-18,648.21
AGZCH,1993-04-18,56.58
AOBSO,1993-04-18,3177.58
PECSO,1993-04-18,2793.65
LCDSO,1993-04-18,859.37
IRASO,1993-04-18,11.2
LCDSO,1993-04-19,858.62
PECSO,1993-04-19,2790.88
AOBSO,1993-04-19,3179.17
AGZCH,1993-04-19,56.16
ARCSO,1993-04-19,648.21
PMOSO,1993-04-19,151.4
ARLSO,1993-04-19,208.11
CHTSO,1993-04-19,58.3
IRASO,1993-04-19,10.98
CHTSO,1993-04-20,58.15
ARLSO,1993-04-20,207.75
PMOSO,1993-04-20,151.3
ARCSO,1993-04-20,648.21
AGZCH,1993-04-20,55.64
AOBSO,1993-04-20,3176
PECSO,1993-04-20,2788.1
LCDSO,1993-04-20,858.25
IRASO,1993-04-20,10.81
LCDSO,1993-04-21,858.25
PECSO,1993-04-21,2783.48
AOBSO,1993-04-21,3176
AGZCH,1993-04-21,55.12
ARCSO,1993-04-21,648.21
PMOSO,1993-04-21,151.1
ARLSO,1993-04-21,207.03
CHTSO,1993-04-21,57.92
IRASO,1993-04-21,10.66
CHTSO,1993-04-22,57.69
ARLSO,1993-04-22,206.31
PMOSO,1993-04-22,150.9
ARCSO,1993-04-22,648.21
AGZCH,1993-04-22,54.6
AOBSO,1993-04-22,3176
PECSO,1993-04-22,2777
LCDSO,1993-04-22,858.25
IRASO,1993-04-22,10.52
LCDSO,1993-04-23,857.87
PECSO,1993-04-23,2770.53
AOBSO,1993-04-23,3177.58
AGZCH,1993-04-23,54.08
ARCSO,1993-04-23,648.21
PMOSO,1993-04-23,150.8
ARLSO,1993-04-23,205.95
CHTSO,1993-04-23,57.38
IRASO,1993-04-23,10.37
CHTSO,1993-04-24,57.07
ARLSO,1993-04-24,205.59
PMOSO,1993-04-24,150.8
ARCSO,1993-04-24,648.21
AGZCH,1993-04-24,53.56
AOBSO,1993-04-24,3179.17
PECSO,1993-04-24,2765.9
LCDSO,1993-04-24,857.12
IRASO,1993-04-24,10.24
LCDSO,1993-04-25,856.75
PECSO,1993-04-25,2763.13
AOBSO,1993-04-25,3180.75
AGZCH,1993-04-25,53.04
ARCSO,1993-04-25,648.21
PMOSO,1993-04-25,150.4
ARLSO,1993-04-25,205.23
CHTSO,1993-04-25,56.84
IRASO,1993-04-25,10.22
CHTSO,1993-04-26,56.53
ARLSO,1993-04-26,204.87
PMOSO,1993-04-26,149.8
ARCSO,1993-04-26,648.21
AGZCH,1993-04-26,52.52
AOBSO,1993-04-26,3180.75
PECSO,1993-04-26,2763.13
LCDSO,1993-04-26,856.37
IRASO,1993-04-26,10.11
LCDSO,1993-04-27,856
PECSO,1993-04-27,2763.13
AOBSO,1993-04-27,3180.75
AGZCH,1993-04-27,51.9
ARCSO,1993-04-27,648.21
PMOSO,1993-04-27,149.4
ARLSO,1993-04-27,204.51
CHTSO,1993-04-27,56.38
IRASO,1993-04-27,10.03
CHTSO,1993-04-28,56.22
ARLSO,1993-04-28,204.51
PMOSO,1993-04-28,149.4
ARCSO,1993-04-28,648.21
AGZCH,1993-04-28,51.33
AOBSO,1993-04-28,3179.17
PECSO,1993-04-28,2750.18
LCDSO,1993-04-28,855.25
IRASO,1993-04-28,10
LCDSO,1993-04-29,854.5
PECSO,1993-04-29,2744.63
AOBSO,1993-04-29,3179.17
AGZCH,1993-04-29,50.82
ARCSO,1993-04-29,648.21
PMOSO,1993-04-29,149.4
ARLSO,1993-04-29,204.51
CHTSO,1993-04-29,56.07
IRASO,1993-04-29,9.98
CHTSO,1993-04-30,55.92
ARLSO,1993-04-30,204.15
PMOSO,1993-04-30,149.4
ARCSO,1993-04-30,648.21
AGZCH,1993-04-30,50.3
AOBSO,1993-04-30,3177.58
PECSO,1993-04-30,2740
LCDSO,1993-04-30,854.12
IRASO,1993-04-30,9.96
LCDSO,1993-05-01,853.75
PECSO,1993-05-01,2733.35
AOBSO,1993-05-01,3177.58
AGZCH,1993-05-01,49.78
ARCSO,1993-05-01,584.51
PMOSO,1993-05-01,149.8
ARLSO,1993-05-01,203.82
CHTSO,1993-05-01,55.69
IRASO,1993-05-01,9.94
CHTSO,1993-05-02,55.45
ARLSO,1993-05-02,203.82
PMOSO,1993-05-02,149.64
ARCSO,1993-05-02,582.89
AGZCH,1993-05-02,49.27
AOBSO,1993-05-02,3177.58
PECSO,1993-05-02,2729.55
LCDSO,1993-05-02,853
IRASO,1993-05-02,9.92
LCDSO,1993-05-03,852.25
PECSO,1993-05-03,2726.7
AOBSO,1993-05-03,3176
AGZCH,1993-05-03,48.75
ARCSO,1993-05-03,581.28
PMOSO,1993-05-03,149.31
ARLSO,1993-05-03,203.48
CHTSO,1993-05-03,55.22
IRASO,1993-05-03,9.9
CHTSO,1993-05-04,54.99
ARLSO,1993-05-04,203.15
PMOSO,1993-05-04,149.31
ARCSO,1993-05-04,579.26
AGZCH,1993-05-04,48.19
AOBSO,1993-05-04,3172.83
PECSO,1993-05-04,2719.1
LCDSO,1993-05-04,851.5
IRASO,1993-05-04,9.88
LCDSO,1993-05-05,850.75
PECSO,1993-05-05,2710.55
AOBSO,1993-05-05,3171.25
AGZCH,1993-05-05,47.62
ARCSO,1993-05-05,577.24
PMOSO,1993-05-05,149.31
ARLSO,1993-05-05,202.81
CHTSO,1993-05-05,54.76
IRASO,1993-05-05,9.86
CHTSO,1993-05-06,54.61
ARLSO,1993-05-06,202.48
PMOSO,1993-05-06,149.14
ARCSO,1993-05-06,575.22
AGZCH,1993-05-06,46.95
AOBSO,1993-05-06,3169.67
PECSO,1993-05-06,2701.05
LCDSO,1993-05-06,850
IRASO,1993-05-06,9.85
LCDSO,1993-05-07,849.25
PECSO,1993-05-07,2692.5
AOBSO,1993-05-07,3169.67
AGZCH,1993-05-07,46.8
ARCSO,1993-05-07,573.61
PMOSO,1993-05-07,148.9
ARLSO,1993-05-07,201.81
CHTSO,1993-05-07,54.45
IRASO,1993-05-07,9.83
CHTSO,1993-05-08,54.3
ARLSO,1993-05-08,201.15
PMOSO,1993-05-08,148.8
ARCSO,1993-05-08,571.59
AGZCH,1993-05-08,46.43
AOBSO,1993-05-08,3169.67
PECSO,1993-05-08,2684.9
LCDSO,1993-05-08,848.5
IRASO,1993-05-08,9.81
LCDSO,1993-05-09,847.75
PECSO,1993-05-09,2676.35
AOBSO,1993-05-09,3169.67
AGZCH,1993-05-09,46.06
ARCSO,1993-05-09,569.98
PMOSO,1993-05-09,148.63
ARLSO,1993-05-09,200.81
CHTSO,1993-05-09,54.24
IRASO,1993-05-09,9.79
CHTSO,1993-05-10,54.17
ARLSO,1993-05-10,200.48
PMOSO,1993-05-10,148.46
ARCSO,1993-05-10,567.96
AGZCH,1993-05-10,45.73
AOBSO,1993-05-10,3169.67
PECSO,1993-05-10,2669.7
LCDSO,1993-05-10,847
IRASO,1993-05-10,9.76
LCDSO,1993-05-11,846.25
PECSO,1993-05-11,2662.1
AOBSO,1993-05-11,3166.5
AGZCH,1993-05-11,45.36
ARCSO,1993-05-11,565.94
PMOSO,1993-05-11,148.29
ARLSO,1993-05-11,200.15
CHTSO,1993-05-11,54.11
IRASO,1993-05-11,9.75
CHTSO,1993-05-12,53.98
ARLSO,1993-05-12,199.81
PMOSO,1993-05-12,148.12
ARCSO,1993-05-12,563.52
AGZCH,1993-05-12,44.94
AOBSO,1993-05-12,3164.92
PECSO,1993-05-12,2652.6
LCDSO,1993-05-12,845.5
IRASO,1993-05-12,9.73
LCDSO,1993-05-13,844.75
PECSO,1993-05-13,2645
AOBSO,1993-05-13,3171.25
AGZCH,1993-05-13,44.52
ARCSO,1993-05-13,561.9
PMOSO,1993-05-13,148.12
ARLSO,1993-05-13,199.48
CHTSO,1993-05-13,53.85
IRASO,1993-05-13,9.72
CHTSO,1993-05-14,53.72
ARLSO,1993-05-14,199.15
PMOSO,1993-05-14,147.96
ARCSO,1993-05-14,559.89
AGZCH,1993-05-14,44.15
AOBSO,1993-05-14,3171.25
PECSO,1993-05-14,2636.45
LCDSO,1993-05-14,844.75
IRASO,1993-05-14,9.7
LCDSO,1993-05-15,843.25
PECSO,1993-05-15,2627.9
AOBSO,1993-05-15,3166.5
AGZCH,1993-05-15,43.73
ARCSO,1993-05-15,557.87
PMOSO,1993-05-15,147.96
ARLSO,1993-05-15,198.81
CHTSO,1993-05-15,53.6
IRASO,1993-05-15,9.68
CHTSO,1993-05-16,53.47
ARLSO,1993-05-16,198.48
PMOSO,1993-05-16,147.7
ARCSO,1993-05-16,555.85
AGZCH,1993-05-16,43.27
AOBSO,1993-05-16,3164.92
PECSO,1993-05-16,2620.3
LCDSO,1993-05-16,843.25
IRASO,1993-05-16,9.66
LCDSO,1993-05-17,842.5
PECSO,1993-05-17,2612.7
AOBSO,1993-05-17,3161.75
AGZCH,1993-05-17,42.94
ARCSO,1993-05-17,553.83
PMOSO,1993-05-17,147.7
ARLSO,1993-05-17,198.15
CHTSO,1993-05-17,53.4
IRASO,1993-05-17,9.64
CHTSO,1993-05-18,53.34
ARLSO,1993-05-18,197.81
PMOSO,1993-05-18,147.7
ARCSO,1993-05-18,552.22
AGZCH,1993-05-18,42.62
AOBSO,1993-05-18,3158.58
PECSO,1993-05-18,2604.15
LCDSO,1993-05-18,841.75
IRASO,1993-05-18,9.62
LCDSO,1993-05-19,841
PECSO,1993-05-19,2594.65
AOBSO,1993-05-19,3157
AGZCH,1993-05-19,42.29
ARCSO,1993-05-19,550.6
PMOSO,1993-05-19,147.6
ARLSO,1993-05-19,197.48
CHTSO,1993-05-19,53.28
IRASO,1993-05-19,9.6
CHTSO,1993-05-20,53.21
ARLSO,1993-05-20,197.15
PMOSO,1993-05-20,147.4
ARCSO,1993-05-20,548.59
AGZCH,1993-05-20,41.92
AOBSO,1993-05-20,3153.83
PECSO,1993-05-20,2588.95
LCDSO,1993-05-20,840.25
