Clave,Fecha,Almacenamiento
CHTSO,2006-10-21,18.6
ARLSO,2006-10-21,33.57
PMOSO,2006-10-21,12.6
ARCSO,2006-10-21,752.15
AGZCH,2006-10-21,85.19
AOBSO,2006-10-21,1621.68
PECSO,2006-10-21,2350.89
LCDSO,2006-10-21,755.71
IRASO,2006-10-21,10.79
LCDSO,2006-10-22,755.31
PECSO,2006-10-22,2348.13
AOBSO,2006-10-22,1618.32
AGZCH,2006-10-22,85.12
ARCSO,2006-10-22,751.02
PMOSO,2006-10-22,12.6
ARLSO,2006-10-22,33.31
CHTSO,2006-10-22,18.57
IRASO,2006-10-22,10.76
CHTSO,2006-10-23,18.57
ARLSO,2006-10-23,32.79
PMOSO,2006-10-23,12.6
ARCSO,2006-10-23,749.89
AGZCH,2006-10-23,85.12
AOBSO,2006-10-23,1630.64
PECSO,2006-10-23,2346.29
LCDSO,2006-10-23,754.91
IRASO,2006-10-23,10.72
LCDSO,2006-10-24,754.51
PECSO,2006-10-24,2342.61
AOBSO,2006-10-24,1629.52
AGZCH,2006-10-24,85.12
ARCSO,2006-10-24,748.76
PMOSO,2006-10-24,12.72
ARLSO,2006-10-24,32.79
CHTSO,2006-10-24,18.57
IRASO,2006-10-24,10.69
CHTSO,2006-10-25,18.57
ARLSO,2006-10-25,32.02
PMOSO,2006-10-25,13.21
ARCSO,2006-10-25,748.76
AGZCH,2006-10-25,85.12
AOBSO,2006-10-25,1632.88
PECSO,2006-10-25,2338.02
LCDSO,2006-10-25,755.31
IRASO,2006-10-25,10.76
LCDSO,2006-10-26,755.31
PECSO,2006-10-26,2327.94
AOBSO,2006-10-26,1641.84
AGZCH,2006-10-26,85.12
